Customer_ID,Activity_Type,Time_Since_Last_Activity,Activity_Amount,Account_Age,Previous_Debts,Monthly_Income,Debt_Status
7,payment,30,729.56,39,4,6024.94,no_debt_risk
7,missed_payment,13,0.0,39,4,6024.94,debt_risk
7,overdraft,19,29.68,39,4,6024.94,no_debt_risk
7,inquiry,2,0.0,39,4,6024.94,no_debt_risk
7,overdraft,7,577.83,39,4,6024.94,no_debt_risk
7,credit_check,8,0.0,39,4,6024.94,no_debt_risk
7,missed_payment,15,0.0,39,4,6024.94,no_debt_risk
7,overdraft,4,747.22,39,4,6024.94,no_debt_risk
8,inquiry,21,0.0,17,0,2467.55,no_debt_risk
8,missed_payment,10,0.0,17,0,2467.55,debt_risk
8,inquiry,6,0.0,17,0,2467.55,no_debt_risk
8,credit_check,18,0.0,17,0,2467.55,no_debt_risk
8,credit_check,21,0.0,17,0,2467.55,no_debt_risk
8,credit_check,11,0.0,17,0,2467.55,no_debt_risk
8,missed_payment,5,0.0,17,0,2467.55,no_debt_risk
8,missed_payment,7,0.0,17,0,2467.55,debt_risk
8,inquiry,5,0.0,17,0,2467.55,no_debt_risk
8,inquiry,18,0.0,17,0,2467.55,no_debt_risk
8,credit_check,9,0.0,17,0,2467.55,no_debt_risk
8,credit_check,27,0.0,17,0,2467.55,no_debt_risk
9,overdraft,25,94.03,112,2,9484.37,no_debt_risk
9,inquiry,14,0.0,112,2,9484.37,no_debt_risk
9,inquiry,5,0.0,112,2,9484.37,no_debt_risk
9,credit_check,23,0.0,112,2,9484.37,no_debt_risk
9,inquiry,12,0.0,112,2,9484.37,no_debt_risk
9,inquiry,10,0.0,112,2,9484.37,no_debt_risk
9,overdraft,20,139.28,112,2,9484.37,no_debt_risk
9,credit_check,5,0.0,112,2,9484.37,no_debt_risk
9,missed_payment,12,0.0,112,2,9484.37,debt_risk
9,credit_check,11,0.0,112,2,9484.37,no_debt_risk
9,payment,1,38.3,112,2,9484.37,no_debt_risk
9,credit_check,4,0.0,112,2,9484.37,no_debt_risk
9,payment,7,38.17,112,2,9484.37,no_debt_risk
9,missed_payment,8,0.0,112,2,9484.37,debt_risk
9,overdraft,11,332.71,112,2,9484.37,no_debt_risk
9,payment,27,825.31,112,2,9484.37,no_debt_risk
9,overdraft,20,929.81,112,2,9484.37,no_debt_risk
9,payment,25,162.65,112,2,9484.37,no_debt_risk
9,inquiry,7,0.0,112,2,9484.37,no_debt_risk
10,inquiry,11,0.0,105,7,9230.98,no_debt_risk
10,credit_check,21,0.0,105,7,9230.98,no_debt_risk
10,payment,19,546.54,105,7,9230.98,no_debt_risk
10,payment,8,199.39,105,7,9230.98,no_debt_risk
10,payment,7,196.15,105,7,9230.98,no_debt_risk
10,payment,24,346.43,105,7,9230.98,no_debt_risk
10,credit_check,28,0.0,105,7,9230.98,no_debt_risk
10,payment,9,92.29,105,7,9230.98,no_debt_risk
10,payment,3,470.92,105,7,9230.98,no_debt_risk
10,payment,24,752.1,105,7,9230.98,no_debt_risk
10,overdraft,26,752.78,105,7,9230.98,no_debt_risk
10,overdraft,11,567.2,105,7,9230.98,no_debt_risk
10,inquiry,2,0.0,105,7,9230.98,no_debt_risk
11,inquiry,23,0.0,26,3,7366.95,no_debt_risk
11,missed_payment,16,0.0,26,3,7366.95,debt_risk
11,overdraft,15,174.01,26,3,7366.95,no_debt_risk
11,inquiry,14,0.0,26,3,7366.95,no_debt_risk
11,payment,7,969.05,26,3,7366.95,no_debt_risk
11,payment,13,285.85,26,3,7366.95,no_debt_risk
11,payment,20,406.49,26,3,7366.95,no_debt_risk
11,missed_payment,13,0.0,26,3,7366.95,debt_risk
11,overdraft,2,226.74,26,3,7366.95,no_debt_risk
12,payment,27,413.81,54,5,8526.58,no_debt_risk
12,credit_check,1,0.0,54,5,8526.58,no_debt_risk
12,missed_payment,18,0.0,54,5,8526.58,debt_risk
12,overdraft,22,294.27,54,5,8526.58,no_debt_risk
12,missed_payment,25,0.0,54,5,8526.58,debt_risk
12,missed_payment,30,0.0,54,5,8526.58,debt_risk
12,inquiry,26,0.0,54,5,8526.58,no_debt_risk
12,credit_check,8,0.0,54,5,8526.58,no_debt_risk
12,missed_payment,15,0.0,54,5,8526.58,no_debt_risk
12,inquiry,5,0.0,54,5,8526.58,no_debt_risk
12,missed_payment,24,0.0,54,5,8526.58,no_debt_risk
12,payment,17,221.47,54,5,8526.58,no_debt_risk
12,overdraft,10,999.22,54,5,8526.58,no_debt_risk
12,missed_payment,18,0.0,54,5,8526.58,no_debt_risk
13,inquiry,2,0.0,55,2,3652.27,no_debt_risk
13,missed_payment,20,0.0,55,2,3652.27,debt_risk
13,overdraft,19,530.84,55,2,3652.27,no_debt_risk
13,overdraft,14,746.95,55,2,3652.27,no_debt_risk
13,overdraft,15,460.76,55,2,3652.27,no_debt_risk
13,overdraft,14,874.04,55,2,3652.27,no_debt_risk
13,missed_payment,23,0.0,55,2,3652.27,no_debt_risk
13,inquiry,17,0.0,55,2,3652.27,no_debt_risk
13,payment,29,998.69,55,2,3652.27,no_debt_risk
13,overdraft,19,331.09,55,2,3652.27,no_debt_risk
13,overdraft,17,419.86,55,2,3652.27,no_debt_risk
13,payment,13,943.85,55,2,3652.27,no_debt_risk
13,inquiry,18,0.0,55,2,3652.27,no_debt_risk
13,inquiry,15,0.0,55,2,3652.27,no_debt_risk
13,credit_check,18,0.0,55,2,3652.27,no_debt_risk
13,overdraft,30,501.2,55,2,3652.27,no_debt_risk
13,missed_payment,27,0.0,55,2,3652.27,debt_risk
14,overdraft,5,557.97,101,8,3817.68,no_debt_risk
14,inquiry,24,0.0,101,8,3817.68,no_debt_risk
14,inquiry,3,0.0,101,8,3817.68,no_debt_risk
14,missed_payment,15,0.0,101,8,3817.68,debt_risk
14,missed_payment,25,0.0,101,8,3817.68,debt_risk
14,overdraft,15,154.96,101,8,3817.68,no_debt_risk
14,overdraft,11,964.59,101,8,3817.68,no_debt_risk
14,inquiry,25,0.0,101,8,3817.68,no_debt_risk
14,missed_payment,13,0.0,101,8,3817.68,debt_risk
14,missed_payment,26,0.0,101,8,3817.68,debt_risk
14,inquiry,20,0.0,101,8,3817.68,no_debt_risk
14,overdraft,16,696.76,101,8,3817.68,no_debt_risk
14,overdraft,4,970.6,101,8,3817.68,no_debt_risk
14,inquiry,6,0.0,101,8,3817.68,no_debt_risk
14,missed_payment,2,0.0,101,8,3817.68,debt_risk
14,inquiry,11,0.0,101,8,3817.68,no_debt_risk
14,missed_payment,26,0.0,101,8,3817.68,debt_risk
14,overdraft,22,820.78,101,8,3817.68,no_debt_risk
15,missed_payment,26,0.0,71,1,6466.95,debt_risk
15,credit_check,4,0.0,71,1,6466.95,no_debt_risk
15,inquiry,14,0.0,71,1,6466.95,no_debt_risk
15,payment,25,488.74,71,1,6466.95,no_debt_risk
15,missed_payment,5,0.0,71,1,6466.95,debt_risk
15,inquiry,2,0.0,71,1,6466.95,no_debt_risk
15,credit_check,25,0.0,71,1,6466.95,no_debt_risk
15,inquiry,4,0.0,71,1,6466.95,no_debt_risk
15,inquiry,28,0.0,71,1,6466.95,no_debt_risk
16,credit_check,10,0.0,13,1,8296.32,no_debt_risk
16,payment,6,833.78,13,1,8296.32,no_debt_risk
16,credit_check,16,0.0,13,1,8296.32,no_debt_risk
16,overdraft,28,401.2,13,1,8296.32,no_debt_risk
16,inquiry,3,0.0,13,1,8296.32,no_debt_risk
17,credit_check,15,0.0,67,1,6858.37,no_debt_risk
17,payment,11,679.87,67,1,6858.37,no_debt_risk
17,missed_payment,1,0.0,67,1,6858.37,debt_risk
17,overdraft,3,938.88,67,1,6858.37,no_debt_risk
17,payment,23,474.13,67,1,6858.37,no_debt_risk
17,overdraft,4,557.38,67,1,6858.37,no_debt_risk
17,overdraft,16,334.74,67,1,6858.37,no_debt_risk
17,inquiry,24,0.0,67,1,6858.37,no_debt_risk
17,overdraft,6,917.19,67,1,6858.37,no_debt_risk
17,overdraft,25,91.18,67,1,6858.37,no_debt_risk
17,missed_payment,21,0.0,67,1,6858.37,debt_risk
17,missed_payment,18,0.0,67,1,6858.37,debt_risk
17,missed_payment,4,0.0,67,1,6858.37,debt_risk
17,overdraft,17,660.52,67,1,6858.37,no_debt_risk
18,inquiry,28,0.0,29,10,8371.49,no_debt_risk
18,credit_check,22,0.0,29,10,8371.49,no_debt_risk
18,missed_payment,21,0.0,29,10,8371.49,no_debt_risk
18,credit_check,23,0.0,29,10,8371.49,no_debt_risk
18,credit_check,5,0.0,29,10,8371.49,no_debt_risk
18,inquiry,18,0.0,29,10,8371.49,no_debt_risk
18,missed_payment,15,0.0,29,10,8371.49,no_debt_risk
18,credit_check,3,0.0,29,10,8371.49,no_debt_risk
18,missed_payment,27,0.0,29,10,8371.49,debt_risk
18,missed_payment,11,0.0,29,10,8371.49,debt_risk
18,credit_check,16,0.0,29,10,8371.49,no_debt_risk
18,payment,7,624.47,29,10,8371.49,no_debt_risk
18,payment,14,488.78,29,10,8371.49,no_debt_risk
19,overdraft,17,761.4,22,7,6479.01,no_debt_risk
19,credit_check,12,0.0,22,7,6479.01,no_debt_risk
19,credit_check,9,0.0,22,7,6479.01,no_debt_risk
19,overdraft,12,71.83,22,7,6479.01,no_debt_risk
19,payment,7,984.49,22,7,6479.01,no_debt_risk
19,overdraft,10,964.42,22,7,6479.01,no_debt_risk
19,credit_check,13,0.0,22,7,6479.01,no_debt_risk
19,credit_check,29,0.0,22,7,6479.01,no_debt_risk
19,inquiry,10,0.0,22,7,6479.01,no_debt_risk
19,inquiry,8,0.0,22,7,6479.01,no_debt_risk
19,inquiry,7,0.0,22,7,6479.01,no_debt_risk
19,missed_payment,18,0.0,22,7,6479.01,no_debt_risk
19,overdraft,1,746.54,22,7,6479.01,no_debt_risk
19,credit_check,18,0.0,22,7,6479.01,no_debt_risk
19,credit_check,8,0.0,22,7,6479.01,no_debt_risk
20,overdraft,9,871.0,110,9,7895.44,no_debt_risk
20,inquiry,24,0.0,110,9,7895.44,no_debt_risk
20,credit_check,16,0.0,110,9,7895.44,no_debt_risk
20,payment,8,593.74,110,9,7895.44,no_debt_risk
20,overdraft,3,306.0,110,9,7895.44,no_debt_risk
20,overdraft,22,105.39,110,9,7895.44,no_debt_risk
20,credit_check,20,0.0,110,9,7895.44,no_debt_risk
20,payment,22,701.71,110,9,7895.44,no_debt_risk
20,payment,21,44.45,110,9,7895.44,no_debt_risk
20,credit_check,24,0.0,110,9,7895.44,no_debt_risk
20,missed_payment,14,0.0,110,9,7895.44,no_debt_risk
20,credit_check,14,0.0,110,9,7895.44,no_debt_risk
20,missed_payment,28,0.0,110,9,7895.44,debt_risk
21,missed_payment,11,0.0,34,6,3601.05,no_debt_risk
21,inquiry,6,0.0,34,6,3601.05,no_debt_risk
21,overdraft,28,848.86,34,6,3601.05,no_debt_risk
21,overdraft,6,235.41,34,6,3601.05,no_debt_risk
21,missed_payment,30,0.0,34,6,3601.05,debt_risk
21,credit_check,24,0.0,34,6,3601.05,no_debt_risk
21,payment,6,679.23,34,6,3601.05,no_debt_risk
21,payment,18,285.16,34,6,3601.05,no_debt_risk
21,overdraft,1,534.8,34,6,3601.05,no_debt_risk
21,overdraft,21,572.12,34,6,3601.05,no_debt_risk
21,overdraft,7,881.9,34,6,3601.05,no_debt_risk
21,inquiry,7,0.0,34,6,3601.05,no_debt_risk
21,payment,5,746.87,34,6,3601.05,no_debt_risk
21,inquiry,5,0.0,34,6,3601.05,no_debt_risk
21,credit_check,9,0.0,34,6,3601.05,no_debt_risk
21,credit_check,5,0.0,34,6,3601.05,no_debt_risk
21,payment,10,770.8,34,6,3601.05,no_debt_risk
22,inquiry,3,0.0,25,2,2079.99,no_debt_risk
22,credit_check,26,0.0,25,2,2079.99,no_debt_risk
22,missed_payment,14,0.0,25,2,2079.99,debt_risk
22,missed_payment,27,0.0,25,2,2079.99,debt_risk
22,inquiry,17,0.0,25,2,2079.99,no_debt_risk
22,inquiry,12,0.0,25,2,2079.99,no_debt_risk
22,inquiry,7,0.0,25,2,2079.99,no_debt_risk
22,credit_check,26,0.0,25,2,2079.99,no_debt_risk
22,payment,27,855.0,25,2,2079.99,no_debt_risk
22,credit_check,5,0.0,25,2,2079.99,no_debt_risk
22,payment,17,630.41,25,2,2079.99,no_debt_risk
22,overdraft,6,893.25,25,2,2079.99,no_debt_risk
22,overdraft,19,453.37,25,2,2079.99,no_debt_risk
22,inquiry,25,0.0,25,2,2079.99,no_debt_risk
22,overdraft,5,836.66,25,2,2079.99,no_debt_risk
22,missed_payment,8,0.0,25,2,2079.99,debt_risk
22,inquiry,3,0.0,25,2,2079.99,no_debt_risk
22,credit_check,2,0.0,25,2,2079.99,no_debt_risk
22,inquiry,11,0.0,25,2,2079.99,no_debt_risk
23,missed_payment,19,0.0,102,4,6008.18,debt_risk
23,missed_payment,27,0.0,102,4,6008.18,no_debt_risk
23,inquiry,25,0.0,102,4,6008.18,no_debt_risk
23,payment,22,526.85,102,4,6008.18,no_debt_risk
23,inquiry,23,0.0,102,4,6008.18,no_debt_risk
23,credit_check,3,0.0,102,4,6008.18,no_debt_risk
23,credit_check,21,0.0,102,4,6008.18,no_debt_risk
23,overdraft,8,224.81,102,4,6008.18,no_debt_risk
23,overdraft,26,810.43,102,4,6008.18,no_debt_risk
23,inquiry,17,0.0,102,4,6008.18,no_debt_risk
23,credit_check,27,0.0,102,4,6008.18,no_debt_risk
23,missed_payment,6,0.0,102,4,6008.18,no_debt_risk
24,payment,4,249.7,87,10,1931.33,no_debt_risk
24,credit_check,29,0.0,87,10,1931.33,no_debt_risk
24,overdraft,2,22.15,87,10,1931.33,no_debt_risk
24,payment,3,268.28,87,10,1931.33,no_debt_risk
24,missed_payment,25,0.0,87,10,1931.33,debt_risk
25,credit_check,22,0.0,48,7,6650.52,no_debt_risk
25,inquiry,10,0.0,48,7,6650.52,no_debt_risk
25,payment,17,574.25,48,7,6650.52,no_debt_risk
25,inquiry,26,0.0,48,7,6650.52,no_debt_risk
25,payment,20,225.9,48,7,6650.52,no_debt_risk
25,overdraft,18,241.81,48,7,6650.52,no_debt_risk
25,inquiry,25,0.0,48,7,6650.52,no_debt_risk
25,inquiry,2,0.0,48,7,6650.52,no_debt_risk
25,credit_check,2,0.0,48,7,6650.52,no_debt_risk
25,inquiry,29,0.0,48,7,6650.52,no_debt_risk
25,inquiry,7,0.0,48,7,6650.52,no_debt_risk
25,missed_payment,13,0.0,48,7,6650.52,debt_risk
26,missed_payment,22,0.0,86,10,9802.46,debt_risk
26,inquiry,17,0.0,86,10,9802.46,no_debt_risk
26,payment,28,734.97,86,10,9802.46,no_debt_risk
26,payment,4,452.71,86,10,9802.46,no_debt_risk
26,credit_check,3,0.0,86,10,9802.46,no_debt_risk
26,missed_payment,30,0.0,86,10,9802.46,no_debt_risk
26,payment,11,215.46,86,10,9802.46,no_debt_risk
27,inquiry,26,0.0,92,9,4331.68,no_debt_risk
27,missed_payment,10,0.0,92,9,4331.68,no_debt_risk
27,credit_check,18,0.0,92,9,4331.68,no_debt_risk
27,payment,26,537.14,92,9,4331.68,no_debt_risk
27,inquiry,28,0.0,92,9,4331.68,no_debt_risk
27,payment,14,362.2,92,9,4331.68,no_debt_risk
28,missed_payment,1,0.0,47,2,846.12,debt_risk
28,inquiry,3,0.0,47,2,846.12,no_debt_risk
28,payment,22,898.44,47,2,846.12,no_debt_risk
28,overdraft,3,987.33,47,2,846.12,no_debt_risk
28,inquiry,28,0.0,47,2,846.12,no_debt_risk
28,overdraft,28,459.43,47,2,846.12,no_debt_risk
28,missed_payment,21,0.0,47,2,846.12,debt_risk
28,overdraft,17,248.89,47,2,846.12,no_debt_risk
28,overdraft,7,460.21,47,2,846.12,no_debt_risk
28,inquiry,29,0.0,47,2,846.12,no_debt_risk
28,overdraft,15,537.47,47,2,846.12,no_debt_risk
28,inquiry,12,0.0,47,2,846.12,no_debt_risk
28,inquiry,16,0.0,47,2,846.12,no_debt_risk
28,overdraft,26,360.82,47,2,846.12,no_debt_risk
28,inquiry,27,0.0,47,2,846.12,no_debt_risk
28,overdraft,2,676.16,47,2,846.12,no_debt_risk
28,missed_payment,30,0.0,47,2,846.12,debt_risk
28,overdraft,22,168.41,47,2,846.12,no_debt_risk
29,inquiry,11,0.0,7,3,6737.06,no_debt_risk
29,overdraft,5,803.69,7,3,6737.06,no_debt_risk
29,overdraft,12,757.47,7,3,6737.06,no_debt_risk
29,overdraft,21,538.14,7,3,6737.06,no_debt_risk
29,overdraft,29,456.77,7,3,6737.06,no_debt_risk
29,credit_check,26,0.0,7,3,6737.06,no_debt_risk
29,overdraft,11,136.43,7,3,6737.06,no_debt_risk
29,overdraft,3,851.72,7,3,6737.06,no_debt_risk
29,payment,3,405.76,7,3,6737.06,no_debt_risk
30,missed_payment,8,0.0,18,2,934.3,no_debt_risk
30,overdraft,30,692.14,18,2,934.3,no_debt_risk
30,payment,9,965.39,18,2,934.3,no_debt_risk
30,overdraft,7,743.98,18,2,934.3,no_debt_risk
30,inquiry,10,0.0,18,2,934.3,no_debt_risk
30,payment,29,190.98,18,2,934.3,no_debt_risk
30,inquiry,20,0.0,18,2,934.3,no_debt_risk
30,inquiry,1,0.0,18,2,934.3,no_debt_risk
30,overdraft,18,247.37,18,2,934.3,no_debt_risk
30,inquiry,19,0.0,18,2,934.3,no_debt_risk
30,missed_payment,17,0.0,18,2,934.3,debt_risk
30,credit_check,26,0.0,18,2,934.3,no_debt_risk
30,credit_check,8,0.0,18,2,934.3,no_debt_risk
30,payment,3,97.73,18,2,934.3,no_debt_risk
30,payment,13,682.54,18,2,934.3,no_debt_risk
30,credit_check,1,0.0,18,2,934.3,no_debt_risk
30,overdraft,10,605.59,18,2,934.3,no_debt_risk
31,payment,14,663.97,92,0,1735.47,no_debt_risk
31,inquiry,28,0.0,92,0,1735.47,no_debt_risk
31,missed_payment,19,0.0,92,0,1735.47,debt_risk
31,missed_payment,19,0.0,92,0,1735.47,debt_risk
31,payment,30,281.67,92,0,1735.47,no_debt_risk
31,overdraft,19,67.78,92,0,1735.47,no_debt_risk
31,inquiry,17,0.0,92,0,1735.47,no_debt_risk
32,overdraft,2,500.31,5,3,4341.08,no_debt_risk
32,inquiry,22,0.0,5,3,4341.08,no_debt_risk
32,payment,22,431.13,5,3,4341.08,no_debt_risk
32,missed_payment,9,0.0,5,3,4341.08,debt_risk
32,payment,14,536.17,5,3,4341.08,no_debt_risk
32,payment,6,646.12,5,3,4341.08,no_debt_risk
32,inquiry,23,0.0,5,3,4341.08,no_debt_risk
32,payment,5,766.36,5,3,4341.08,no_debt_risk
32,inquiry,25,0.0,5,3,4341.08,no_debt_risk
32,payment,10,826.01,5,3,4341.08,no_debt_risk
33,payment,7,158.67,26,10,9957.42,no_debt_risk
33,missed_payment,17,0.0,26,10,9957.42,debt_risk
33,payment,27,259.06,26,10,9957.42,no_debt_risk
33,payment,11,807.82,26,10,9957.42,no_debt_risk
33,payment,18,998.12,26,10,9957.42,no_debt_risk
33,overdraft,27,943.78,26,10,9957.42,no_debt_risk
33,missed_payment,24,0.0,26,10,9957.42,no_debt_risk
33,payment,27,466.87,26,10,9957.42,no_debt_risk
33,missed_payment,27,0.0,26,10,9957.42,debt_risk
34,inquiry,23,0.0,58,5,5413.76,no_debt_risk
34,overdraft,15,568.21,58,5,5413.76,no_debt_risk
34,payment,22,718.79,58,5,5413.76,no_debt_risk
34,overdraft,23,153.61,58,5,5413.76,no_debt_risk
34,payment,30,533.01,58,5,5413.76,no_debt_risk
34,missed_payment,25,0.0,58,5,5413.76,debt_risk
34,payment,1,999.31,58,5,5413.76,no_debt_risk
34,payment,27,328.21,58,5,5413.76,no_debt_risk
34,inquiry,16,0.0,58,5,5413.76,no_debt_risk
34,inquiry,30,0.0,58,5,5413.76,no_debt_risk
34,credit_check,30,0.0,58,5,5413.76,no_debt_risk
35,payment,10,135.17,63,9,5922.44,no_debt_risk
35,inquiry,17,0.0,63,9,5922.44,no_debt_risk
35,missed_payment,21,0.0,63,9,5922.44,debt_risk
35,credit_check,28,0.0,63,9,5922.44,no_debt_risk
35,overdraft,15,578.66,63,9,5922.44,no_debt_risk
35,inquiry,6,0.0,63,9,5922.44,no_debt_risk
35,missed_payment,19,0.0,63,9,5922.44,no_debt_risk
35,overdraft,3,275.44,63,9,5922.44,no_debt_risk
35,overdraft,19,3.89,63,9,5922.44,no_debt_risk
35,overdraft,26,598.89,63,9,5922.44,no_debt_risk
35,missed_payment,2,0.0,63,9,5922.44,no_debt_risk
35,inquiry,30,0.0,63,9,5922.44,no_debt_risk
35,missed_payment,11,0.0,63,9,5922.44,debt_risk
35,payment,18,57.06,63,9,5922.44,no_debt_risk
35,payment,10,528.81,63,9,5922.44,no_debt_risk
35,inquiry,10,0.0,63,9,5922.44,no_debt_risk
35,payment,21,134.6,63,9,5922.44,no_debt_risk
35,inquiry,10,0.0,63,9,5922.44,no_debt_risk
35,missed_payment,6,0.0,63,9,5922.44,debt_risk
35,inquiry,6,0.0,63,9,5922.44,no_debt_risk
36,inquiry,8,0.0,4,6,6289.02,no_debt_risk
36,overdraft,2,916.8,4,6,6289.02,no_debt_risk
36,payment,3,860.92,4,6,6289.02,no_debt_risk
36,overdraft,15,748.22,4,6,6289.02,no_debt_risk
36,missed_payment,4,0.0,4,6,6289.02,debt_risk
36,payment,16,663.36,4,6,6289.02,no_debt_risk
36,credit_check,1,0.0,4,6,6289.02,no_debt_risk
36,credit_check,7,0.0,4,6,6289.02,no_debt_risk
37,missed_payment,15,0.0,51,1,3085.62,debt_risk
37,inquiry,13,0.0,51,1,3085.62,no_debt_risk
37,overdraft,6,295.22,51,1,3085.62,no_debt_risk
37,credit_check,20,0.0,51,1,3085.62,no_debt_risk
37,payment,17,767.66,51,1,3085.62,no_debt_risk
37,credit_check,1,0.0,51,1,3085.62,no_debt_risk
37,payment,3,24.15,51,1,3085.62,no_debt_risk
38,payment,8,766.35,56,2,9525.95,no_debt_risk
38,payment,17,858.74,56,2,9525.95,no_debt_risk
38,credit_check,24,0.0,56,2,9525.95,no_debt_risk
38,payment,13,425.86,56,2,9525.95,no_debt_risk
38,missed_payment,28,0.0,56,2,9525.95,no_debt_risk
38,missed_payment,10,0.0,56,2,9525.95,no_debt_risk
38,payment,16,779.53,56,2,9525.95,no_debt_risk
38,payment,6,615.72,56,2,9525.95,no_debt_risk
38,overdraft,24,341.11,56,2,9525.95,no_debt_risk
38,credit_check,17,0.0,56,2,9525.95,no_debt_risk
38,missed_payment,17,0.0,56,2,9525.95,debt_risk
38,inquiry,20,0.0,56,2,9525.95,no_debt_risk
38,payment,15,407.31,56,2,9525.95,no_debt_risk
38,credit_check,22,0.0,56,2,9525.95,no_debt_risk
38,payment,16,602.37,56,2,9525.95,no_debt_risk
38,payment,13,442.73,56,2,9525.95,no_debt_risk
38,missed_payment,20,0.0,56,2,9525.95,no_debt_risk
